,restaurant_name,restaurant_url,avg_review_score,reviews,type_of_cuisine,street,zip_code,city
12713,San Giorgio,https://www.lieferando.de/en/menu/san-giorgio,4.0,51,"Italian, Salads, Noodles",Mommsenstraße 36,10629,Berlin
12716,Moono,https://www.lieferando.de/en/menu/moono-windscheidstrasse,4.0,19,"Chinese, Desserts, Ice cream",Windscheidstraße 19,10627,Berlin
12723,La Trattoria,https://www.lieferando.de/en/menu/la-trattoria-berlin,4.5,154,"Italian, Italian style pizza, Pasta",Stülpnagelstraße 2,14059,Berlin
12732,DALUMA,https://www.lieferando.de/en/menu/daluma-schlueterstrasse,4.0,117,"Salads, Gluten-free, Poke bowl",Schlüterstraße 38,10629,Berlin
12735,Udagawa,https://www.lieferando.de/en/menu/udagawa-berlin-1,5.0,108,"Japanese, Asian",Kantstraße 118,10625,Berlin
12742,Danis Pizza,https://www.lieferando.de/en/menu/danis-pizza,5.0,88,"Italian style pizza, Vegetarian, Pasta",Horstweg 7,14059,Berlin
12744,Gimme Gelato,https://www.lieferando.de/en/menu/gimme-gelato,5.0,22,"Desserts, Ice cream, Vegan",Wundstraße 15,14059,Berlin
12747,Sweet Jane,https://www.lieferando.de/en/menu/sweet-jane-1,5.0,10,"American, Burgers, Desserts",Windscheidstraße 1,10627,Berlin
12748,Ya Mal Alsham,https://www.lieferando.de/en/menu/ya-mal-alsham,4.5,133,"100% Halal, Arab, Syrian",Pichelsdorferstraße 77,13595,Berlin
12752,Pinoy,https://www.lieferando.de/en/menu/pinoy,4.5,33,"Fish, Curry, Asian",Danckelmannstr. 49,14059,Berlin
12756,Moono,https://www.lieferando.de/en/menu/moono-schlossstrasse,4.5,36,"Desserts, Ice cream",Bismarckstraße 67,10627,Berlin
12759,Caosis Cafe,https://www.lieferando.de/en/menu/caosis-cafe,4.5,18,"Lunch, Salads, Poke bowl",Wilmersdorfer Straße 100,10629,Berlin
12766,Zen House Vegan Restaurant,https://www.lieferando.de/en/menu/zen-house-vegan-restaurant,4.0,141,"Japanese, Vegan, Asian",Kantstraße 71,10627,Berlin
12768,Wonder Waffel,https://www.lieferando.de/en/menu/wonder-waffel-charlottenburg,4.0,5,"Snacks, Cake, Desserts",Kantstraße 117,10627,Berlin
12769,Sushi King,https://www.lieferando.de/en/menu/sushi-king-berlin-berlin-charlottenburg,4.0,1852,"Sushi, Vietnamese, Asian",Richard-Wagner-Strasse 49,10585,Berlin
12770,Goldener Anker Berlin,https://www.lieferando.de/en/menu/goldener-anker-berlin,4.0,84,"Burgers, Salads, Pasta",Charlottenstraße 27,13597,Berlin
12773,Pizz' N Burg Bros,https://www.lieferando.de/en/menu/pizz-n-burg-bros,4.0,45,"Italian style pizza, American style pizza, Burgers",Gartenfelder Straße 29-37,13599,Berlin
12788,Sy Restaurant - Charlottenburg,https://www.lieferando.de/en/menu/sy-restaurant-spandau,5.0,1343,"Sushi, Vietnamese, Poke bowl",Kantstraße 54,10627,Berlin
12794,Starbucks,https://www.lieferando.de/en/menu/starbucks-berlin-zoo,0.0,0,"Cake, Drinks/Snacks, Café",Hardenbergplatz 9-11,10623,Berlin
12806,Hanoi Deli,https://www.lieferando.de/en/menu/hanoi-deli-kurfuerstendamm,4.0,186,"Vietnamese, Japanese, Asian",Kurfürstendamm 161-162,10709,Berlin
12811,Pizza Carino - italienische Küche,https://www.lieferando.de/en/menu/pizza-carino-italienische-kueche,4.5,91,"Italian, Italian style pizza, Pasta",Hohenzollerndamm 11,10717,Berlin
12814,Agenor,https://www.lieferando.de/en/menu/agenor,4.5,264,"Vegetarian, Vegan, Falafel",Maaßenstraße 14,10777,Berlin
12833,Ohanami Sushi & More,https://www.lieferando.de/en/menu/ohanami-sushi-more-berlin,4.5,3766,"Sushi, Vietnamese, Asian",Martin-Luther-Straße 47,10779,Berlin
12838,dean & david,https://www.lieferando.de/en/menu/dean-david-berlin-nuernbergerstrasse,4.5,1102,"Vegetarian, Vegan, Salads",Nürnberger Straße 14/15,10789,Berlin
12846,Sharazad Orientalisches Restaurant,https://www.lieferando.de/en/menu/sharazad-orientalisches-restaurant,4.5,171,"Lebanese, 100% Halal, Arab",Dahlmannstr. 27,10629,Berlin
12847,green tree,https://www.lieferando.de/en/menu/green-tree-berlin,5.0,115,"Vegetarian, Vegan, Poke bowl",Pfalzburgerstraße 83,10719,Berlin
12850,Adellino,https://www.lieferando.de/en/menu/adellino,4.5,53,"Steaks, Pasta, Schnitzel",Ansbacher Straße 8-14,10787,Berlin
12854,New Montevideo,https://www.lieferando.de/en/menu/new-montevideo,4.5,105,"Italian style pizza, Breakfast, Pasta",Viktoria-Luise-Platz 6,10777,Berlin
12858,Restaurant Potemkin,https://www.lieferando.de/en/menu/restaurant-potemkin-viktoria-luise-platz,4.5,50,"Italian, German, Russian",Viktoria-Luise-Platz 5,10777,Berlin
12878,China-Pfanne,https://www.lieferando.de/en/menu/china-pfanne-berlin,4.5,8552,"Chinese, Thai, Asian",Wilmersdorfer Straße 107a,10629,Berlin
12884,Sushi Yoshi,https://www.lieferando.de/en/menu/sushi-yoshi-berlin,4.5,204,"Sushi, Japanese, Asian",Westfälische Straße 46,10711,Berlin
12897,AssaTir Libanesische Küche,https://www.lieferando.de/en/menu/assatir-berlin,4.5,3586,"Lebanese, Arab, Falafel",Uhlandstr. 83-84,10717,Berlin
12903,Jugnooo,https://www.lieferando.de/en/menu/jugnoo,4.0,6,"Indian, Vegetarian, Vegan",Viktoria-Luise-Platz 5,10777,Berlin
12912,Asia Snack,https://www.lieferando.de/en/menu/asia-snack-3,5.0,195,"Sushi, Vietnamese, Asian",Motzstr. 28,10777,Berlin
12913,Call a Pizza,https://www.lieferando.de/en/menu/call-a-pizza-berlin-sophie-charlotten-strasse,3.5,6389,"Italian style pizza, Burgers, Pasta",Sophie-Charlotten-Straße 35,14059,Berlin
12916,Tianfuzius 天府子,https://www.lieferando.de/en/menu/tianfuzius,5.0,102,"Chinese, Vegetarian, Vegan",Regensburger Strasse 1,10777,Berlin
12928,Minakami,https://www.lieferando.de/en/menu/minakami,4.5,1219,"Sushi, Japanese",Kantstrasse 50,10625,Berlin
12962,Tampico Bowls,https://www.lieferando.de/en/menu/tampico-bowls,4.5,71,"Indian, Mexican, Italian style pizza",Rheinstraße 11,12159,Berlin
12971,Viet Bowl Charlottenburg,https://www.lieferando.de/en/menu/viet-bowl-charlottenburg,4.5,312,"Vietnamese, Vegetarian, Asian",Uhlandstraße 156,10719,Berlin
12978,Shawarma One,https://www.lieferando.de/en/menu/shawarma-one-hauptstrasse-1,4.0,1243,"Vegetarian, Lebanese, Burgers",Hauptstraße 113-115,10827,Berlin
12985,Deli-House,https://www.lieferando.de/en/menu/deli-haus,4.5,68,"Chinese, Dumplings, Asian",Nürnberger Straße 28,10789,Berlin
12990,Tian Fu Uhlandstraße,https://www.lieferando.de/en/menu/tian-fu-uhlandstrasse,4.5,232,"Chinese, Vegetarian",Uhlandstrasse 142,10719,Berlin
13000,Restaurant Elefant,https://www.lieferando.de/en/menu/restaurant-elefant,4.5,417,"German, Vegan, Schnitzel",Fuggerstraße 18,10777,Berlin
13007,AMRIT - Berlin Schöneberg,https://www.lieferando.de/en/menu/amrit-berlin-schoeneberg,4.0,775,"Indian, Vegetarian, Vegan",Winterfeldtstraße 40,10781,Berlin
13016,Pizzeria Da Lucia,https://www.lieferando.de/en/menu/pizzeria-da-lucia-berlin,4.5,272,"Italian, Italian style pizza, Pasta",Welserstr. 25,10777,Berlin
13037,I-Ke-Su Kaiten Sushi,https://www.lieferando.de/en/menu/i-ke-su-kaiten-sushi,4.5,108,"Sushi, Japanese, Asian",Uhlandstraße 157,10719,Berlin
13057,Pizza Vapori,https://www.lieferando.de/en/menu/vapori,4.5,14,"Italian style pizza, Salads, Pasta",Nürnberger Straße 19,10789,Berlin
13059,Monsun,https://www.lieferando.de/en/menu/monsun,4.5,4,"Vegetarian, Steaks, Asian",Pariser Straße 42,10707,Berlin
13067,San Marino Ristorante,https://www.lieferando.de/en/menu/san-marino-ristorante-1,4.5,6,"Italian style pizza, Salads, Pasta",Prager Platz 1-3,10779,Berlin
13069,Café 6 Spoons,https://www.lieferando.de/en/menu/cafe-6-spoons,4.5,42,"Russian, Desserts, Polish",Waitzstraße 11,10629,Berlin
13070,Trattoria Casa Lucariello,https://www.lieferando.de/en/menu/trattoria-casa-lucariello,4.5,20,"Italian, Salads, Pasta",Emser Str. 42,10719,Berlin
13071,Cafe Sevo,https://www.lieferando.de/en/menu/cafe-sevo,4.5,5,"Turkish, Vegan, Salads",Eisenacher Straße 11-13,10777,Berlin
13072,Restaurant Cafe Bar SIDNEY,https://www.lieferando.de/en/menu/restaurant-cafe-bar-sidney,4.5,61,"Vegetarian, Burgers, Schnitzel",Pariser Straße 19,10707,Berlin
13075,Starbucks,https://www.lieferando.de/en/menu/starbucks-berlin-zoom,4.5,71,"Cake, Drinks/Snacks, Café",Joachimsthaler Straße 3,10623,Berlin
13077,Boujee,https://www.lieferando.de/en/menu/boujee,4.5,7,"Italian, Italian style pizza, Pasta",Pariser Straße 18A,10707,Berlin
13091,Subway,https://www.lieferando.de/en/menu/subway-berlin-kurfuerstendamm,3.5,484,"Chicken, Sandwiches, Wraps",Kurfürstendamm 180,10707,Berlin
13097,TTP Sushi,https://www.lieferando.de/en/menu/ttp-sushi-berlin,4.0,188,"Sushi, Vegetarian, Asian",Olivaer Platz 5,10707,Berlin
13099,Hasir Grill Berlin,https://www.lieferando.de/en/menu/hasir-grill-berlin-berlin,4.0,145,"Turkish, Chicken, Veal",Nürnbergerstraße 46,10789,Berlin
13101,Saigonese Kitchen Berlin,https://www.lieferando.de/en/menu/saigonese-kitchen-berlin,4.0,537,"Vegetarian, Vegan, Asian",Güntzelstrasse 24,10717,Berlin
13105,Sagano,https://www.lieferando.de/en/menu/sagano,4.0,257,"Sushi, Vietnamese, Asian",Kurfürstendamm 182,10707,Berlin
13108,Namaste,https://www.lieferando.de/en/menu/namaste-1,4.0,481,"Indian, Lunch, Curry",Pariser Str. 56,10719,Berlin
13110,12 Taco Bar,https://www.lieferando.de/en/menu/12-cafe-bar,4.0,76,"Mexican, American, Vegetarian",Sprengelstraße 12,13353,Berlin
13115,Meet You,https://www.lieferando.de/en/menu/meet-you,4.0,77,"Chinese, Vegetarian, Asian",Fasanenstraße 41,10719,Berlin
13118,Café Bistro Shaniu,https://www.lieferando.de/en/menu/cafe-bistro-shaniu,4.0,17,"Korean, Dumplings, Asian",Pariser Straße 56,10719,Berlin
13131,Cafe Mutter,https://www.lieferando.de/en/menu/cafe-mutter,4.0,186,"Thai, Italian style pizza, Asian",Hohenstaufenstraße 4,10781,Berlin
13132,Tommi's Burger Joint,https://www.lieferando.de/en/menu/tommis-burger-joint-berlin-kudamm,4.0,227,"Snacks, Burgers",Kurfürsterdamm 212,10719,Berlin
13141,MARDIA Lahmacun & Pide House,https://www.lieferando.de/en/menu/mardia-lahmacun-pide,4.0,14,"Turkish pizza, 100% Halal, Soups",Uhlandstraße 153,10719,Berlin
13161,Restaurant R23,https://www.lieferando.de/en/menu/restaurant-r23,4.0,12,"Vegetarian, German, German dishes",Rankestraße 23,10789,Berlin
13168,Ben & Jerry's und Magnum,https://www.lieferando.de/en/menu/ben-jerrys-und-magnum-berlin-uhlandstr,4.0,37,"Snacks, Desserts, Ice cream",Uhlandstraße 43,10719,Berlin
13180,L'Osteria,https://www.lieferando.de/en/menu/losteria-bikinihaus-berlin,3.5,143,"Italian style pizza, Salads, Pasta",Budapester Straße 38-50,10787,Berlin
13183,Adana Grillhaus,https://www.lieferando.de/en/menu/adana-grillhaus-berlin,3.5,96,"Turkish, Chicken, Veal",Brandenburgische Str. 32,10707,Berlin
13192,Tasty Cuisine,https://www.lieferando.de/en/menu/tasty-cuisine,3.5,35,"Vietnamese, Asian",Prager Platz 4,10779,Berlin
13200,Bleib V,https://www.lieferando.de/en/menu/bleib-v,3.0,4,"Lunch, Vegetarian, Vegan",Nürnberger Straße 45a,10789,Berlin
13204,Manhattan Slice Pizza,https://www.lieferando.de/en/menu/manhattan-slice-pizza,0.0,0,"American style pizza, American, 100% Halal",Hardenbergplatz 2,10623,Berlin
13205,Vedang - plant burger Bikini,https://www.lieferando.de/en/menu/vedang-plant-burger-bikini-berlin-1,0.0,0,"Burgers, Wraps",Budapester Straße 38-50,10787,Berlin
13237,Trattoria Amici,https://www.lieferando.de/en/menu/trattoria-amici-berlin-nachodstr,4.5,1515,"Italian, Italian style pizza, Pasta",Nachodstr. 6,10779,Berlin
13241,Xia Tea,https://www.lieferando.de/en/menu/xia-tea-trautenaustr,5.0,41,"Ice cream, Asian, Café",Trautenaustraße 19,10717,Berlin
13242,May Asia,https://www.lieferando.de/en/menu/may-asia,4.5,188,"Vietnamese, Asian",Lietzenburger Str. 77,10719,Berlin
13250,La Cantina Rosso,https://www.lieferando.de/en/menu/pizzeria-la-cantina-rosso,4.5,27,Italian,Lietzenburger Straße 83,10719,Berlin
13251,Lychee,https://www.lieferando.de/en/menu/lychee,4.5,55,"Chinese, Vegetarian, Asian",Bayerische Straße 9,10707,Berlin
13265,Trattoria a' Muntagnola,https://www.lieferando.de/en/menu/trattoria-a-muntagnola-berlin-1,4.5,57,"Italian style pizza, Salads, Pasta",Fuggerstraße 27,10777,Berlin
13275,Ebe Ano,https://www.lieferando.de/en/menu/ebe-ano,4.0,78,"Homemade, African, Beef",Bamberger Straße 49,10779,Berlin
13283,Kourosh - persische & orientalische Spezialitäten,https://www.lieferando.de/en/menu/kourosh-persische-orientalische-spezialitaeten,4.0,22,"Vegetarian, Fish, Dumplings",Lietzenburgerstraße 20,10789,Berlin
13285,Restaurant Graf,https://www.lieferando.de/en/menu/restaurant-graf,4.0,85,Russian,Martin-Luther-Straße 6-10,10777,Berlin
13298,Station - Cucina Italiana,https://www.lieferando.de/en/menu/station-berlin,4.5,453,"Italian style pizza, Salads, Pasta",U-Bahnhof Fehrbelliner Platz 00,10707,Berlin
13306,Maharadscha,https://www.lieferando.de/en/menu/maharadscha-1,5.0,68,"Indian, Vegetarian, Curry",Fuggerstraße 21,10777,Berlin
13319,Russische Feinkost Avantgarde,https://www.lieferando.de/en/menu/russische-feinkost-avantgarde,4.5,138,"Fish, Chicken, Russian",Uhlandstraße 42,10719,Berlin
13321,Kiwano,https://www.lieferando.de/en/menu/kiwano,4.5,20,"Snacks, Desserts, Salads",Schmiljanstraße 17,12161,Berlin
13325,Restaurant Feinberg's - Israelische Spezialitäten,https://www.lieferando.de/en/menu/restaurant-feinbegs-1,4.5,241,"Israeli, Vegan, Gluten-free",Fuggerstraße 35,10777,Berlin
13326,Samos - Berlin,https://www.lieferando.de/en/menu/samos-berlin,4.5,373,"Greek, Gyros, Pork",Leibnizstraße 56,10629,Berlin
13332,Shell,https://www.lieferando.de/en/menu/shell-berlin-martin-luther-strasse,4.5,6,"Drinks, Drinks/Snacks, Groceries",Martin-Luther-Straße 29,10777,Berlin
13336,Piazza Grande,https://www.lieferando.de/en/menu/piazza-grande-berlin,4.5,71,"Italian, Italian style pizza, Pasta",Prinzregentenstraße 1,10717,Berlin
13345,Frida & Diego,https://www.lieferando.de/en/menu/frida-diego,4.0,87,"Mexican, Steaks, Argentinian",Fuggerstraße 28,10777,Berlin
13351,Ristorante Numero Uno,https://www.lieferando.de/en/menu/ristorante-numero-uno,3.5,3,"Italian, Italian style pizza, Pasta",Olivaer Platz 18,10707,Berlin
13426,Steinofen Pizzeria,https://www.lieferando.de/en/menu/steinofen-pizzeria-schoeneberg,4.5,70,"Italian style pizza, Vegetarian",Goltzstraße 15,10781,Berlin
13538,Burgers Berlin,https://www.lieferando.de/en/menu/burgers-berlin-schoeneberg,4.5,471,"Vegetarian, Burgers, Vegan",Goltzstraße 33,10781,Berlin
13727,Maharaja,https://www.lieferando.de/en/menu/maharaja-goltzstrasse,4.0,265,"Indian, Vegetarian, Curry",Goltzstraße 20,10781,Berlin
13761,Restaurant Rani,https://www.lieferando.de/en/menu/restaurant-rani,4.0,57,"Indian, Vegetarian, Vegan",Goltzstraße 32,10781,Berlin
13815,L'Osteria,https://www.lieferando.de/en/menu/losteria-berlin-bikinihaus,3.5,143,"Italian style pizza, Salads, Pasta",Budapester Straße 38-50,10787,Berlin
13924,One And Only,https://www.lieferando.de/en/menu/one-and-only-berlin,4.0,118,"Sushi, Vietnamese, Asian",Goltzstraße 35,10781,Berlin
13967,Marjan Grill,https://www.lieferando.de/en/menu/marjan-grill-berlin-1,5.0,196,"Balkans, Steaks, Beef",Flensburger Straße Stadtbahnbogen 411,10557,Berlin
13975,Cupcakeladen,https://www.lieferando.de/en/menu/cupcakeladen-berlin-1,5.0,92,"Cake, Desserts",Frankenstraße 15,10781,Berlin
13983,Trattoria Belmonte,https://www.lieferando.de/en/menu/trattoria-belmonte,4.5,257,"Italian style pizza, Salads",Schwäbische Straße 5,10781,Berlin
14468,BURGER KING ®,https://www.lieferando.de/en/menu/burger-king-berlin-wilmersdorfer-strasse,2.5,803,"Snacks, American, Burgers",Wilmersdorfer Straße 112,10627,Berlin
14469,Chicken Coop,https://www.lieferando.de/en/menu/chicken-coop,4.5,22,"Snacks, Chicken, Burgers",Stuttgarter Platz 10,10627,Berlin
14473,Tandoori Nächte,https://www.lieferando.de/en/menu/tandoori-nachte,4.0,5,Indian,Bornimer Straße 4,10711,Berlin
14477,Neki Sushi,https://www.lieferando.de/en/menu/neki-sushi,5.0,331,"Sushi, Japanese",Gieselerstraße 17,10713,Berlin
14488,Dunkin' Donuts,https://www.lieferando.de/en/menu/dunkin-donuts-berlin-kaiserdamm,4.5,144,"Cake, Desserts",Kaiserdamm 26,14057,Berlin
14494,Café Morgenlicht - Berlin,https://www.lieferando.de/en/menu/cafe-morgenlicht-berlin,0.0,0,"Breakfast, Vegan, Arab",Schloßstraße 13,14059,Berlin
14495,O'Tacos,https://www.lieferando.de/en/menu/otacos-berlin-wilmersdorfer-strasse,0.0,0,"French, 100% Halal, Wraps",Wilmersdorferstraße 46,10627,Berlin
14498,The Koi,https://www.lieferando.de/en/menu/the-koi,0.0,0,"Sushi, Salads, Poke bowl",Kaiser Friedrichstraße 1,10585,Berlin
14514,India Palace I,https://www.lieferando.de/en/menu/india-palace-berlin,4.5,4340,"Indian, Chicken, Vegan",Hedwigstraße 5,12159,Friedenau
14517,Fattoush Lebanese Fresh Food,https://www.lieferando.de/en/menu/fattoush-lebanese-fresh-food,5.0,2107,"Lebanese, Vegan, Arab",U-Bahnhof Fehrbelliner Platz 00,10707,Berlin
14531,McDonald's®,https://www.lieferando.de/en/menu/mcdonalds-berlin-kantstrasse,3.5,2657,"American, Burgers, Ice cream",Kantstraße 111a,10627,Berlin
14535,Wienerwald,https://www.lieferando.de/en/menu/wienerwald-berlin-lehniner-platz,4.5,1896,"Chicken, Burgers, Schnitzel",Lehniner Platz 2,10709,Berlin
14545,Vadoli Pizza,https://www.lieferando.de/en/menu/vadoli-pizza,4.5,4716,"Italian style pizza, Salads, Pasta",Kantstraße 55,10627,Berlin
14555,La Rose Restaurant,https://www.lieferando.de/en/menu/la-rose-restaurant,4.5,165,"Italian style pizza, German, Pasta",Neue Kantstraße 19,14057,Berlin
14565,Anappurna,https://www.lieferando.de/en/menu/anappurna,5.0,414,"Indian, Vegetarian",Stuttgarter Platz 22,10627,Berlin
14573,Spice India,https://www.lieferando.de/en/menu/spice-india,4.5,1385,"Indian, Vegetarian, Asian",Uhlandstraße 161,10719,Berlin
14578,1ASUSHI OHSAKE,https://www.lieferando.de/en/menu/ohsake-sushi,5.0,1628,"Sushi, Japanese, Poke bowl",Uhlandstr. 145,10719,Berlin
14582,Argentinisches Steakhaus Nonnendamm,https://www.lieferando.de/en/menu/steakhaus-nonnendamm,5.0,1510,"Steaks, Burgers, Argentinian",Nonnendammallee 98,13629,Berlin
14583,Restaurant Cafe Grüne Lampe,https://www.lieferando.de/en/menu/restaurant-cafe-gruene-lampe,5.0,339,"Russian, Salads, Baked Goods",Uhlandstraße 51,10719,Berlin
14593,Lon Men,https://www.lieferando.de/en/menu/lon-men,4.0,18859,"Chinese, Vegan, Asian",Bamberger Straße 30,10779,Berlin
14597,Sumo,https://www.lieferando.de/en/menu/sumo-berlin-wilmersdorfer-strasse,4.5,1888,"Sushi, Thai, Vietnamese",Wilmersdorfer Straße 78,10629,Berlin
14598,Café OLIVIA,https://www.lieferando.de/en/menu/cafe-olivia,4.5,84,"Italian, German, Russian",Kurfürstendamm 102,10711,Berlin
14600,Pizza Persa,https://www.lieferando.de/en/menu/pizza-persa,4.5,10,"Italian style pizza, Salads, Pasta",Schillerstraße 71,10627,Berlin
14602,Lam Hong,https://www.lieferando.de/en/menu/lam-hong-berlin-salzbrunner-strasse,4.5,1053,"Chinese, Vietnamese, Asian",Salzbrunner Straße 21,14193,Berlin
14605,CousCous Schale,https://www.lieferando.de/en/menu/couscous-schale,5.0,127,"Moroccan, Arab, Wraps",Dahlmannstr. 17,10629,Berlin
14607,Mendoza Steakhaus,https://www.lieferando.de/en/menu/mendoza-steakhaus-berlin-spandauer-damm,5.0,177,"Spare ribs, Steaks, Pasta",Spandauer Damm 157,14050,Berlin
14621,burgerme,https://www.lieferando.de/en/menu/burgerme-berlin-charlottenburg,4.5,473,"Snacks, American, Burgers",Königin-Elisabeth-Straße 52,14059,Berlin
14625,taste&soul - powered by eatclever,https://www.lieferando.de/en/menu/eatclever-berlin-west,4.0,849,"Vegetarian, Vegan, Salads",Kantstraße 87,10627,Berlin
14628,immergrün,https://www.lieferando.de/en/menu/immergruen-wilmersdorfer-arcaden,5.0,19,"Wraps, Salads",Wilmersdorfer Straße 46,10627,Berlin
14642,Enjoy Kebap,https://www.lieferando.de/en/menu/enjoy-kebap-neue-kantstrasse,5.0,27,"Burgers, Döner, Falafel",Wundstr. / Neue Kantstraße 16,14057,Berlin
14652,mama trattoria,https://www.lieferando.de/en/menu/mama-trattoria-berlin-theodor-heuss-platz,4.0,149,"Italian style pizza, Salads, Pasta",Theodor-Heuss-Platz 2,14052,Berlin
14689,Starbucks,https://www.lieferando.de/en/menu/starbucks-berlin-kurfuerstendamm-61,4.5,153,"Cake, Drinks/Snacks, Café",Kurfürstendamm 61,10707,Berlin
14690,Döner - Thaikitchen,https://www.lieferando.de/en/menu/doenerasia-imbiss,4.5,122,"Thai, Döner, Asian",Königin-Elisabeth-Straße 2,14059,Berlin
14691,Viet Thai Box - Sushi,https://www.lieferando.de/en/menu/viet-thai-box-sushi,4.5,40,"Sushi, Asian, Poke bowl",Warnemünder Strasse 1,14199,Berlin
14693,Pizza Bleibtreu,https://www.lieferando.de/en/menu/pizza-bleibtreu,4.5,644,"Italian, Snacks, Italian style pizza",Bleibtreustraße 41,10623,Berlin
14694,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-charlottenburg-sued,4.0,428,"Snacks, Italian style pizza, American style pizza",Kaiserdamm 14,14057,Berlin
14695,Spyces,https://www.lieferando.de/en/menu/spyces,4.0,232,"Homemade, Arab, Iranian",Erkstraße 6,12043,Berlin
14696,Fresh's,https://www.lieferando.de/en/menu/freshs,4.5,812,"Italian style pizza, Wraps, Salads",Akazienstr. 9,10823,Berlin
14706,Pad Thai Restaurant,https://www.lieferando.de/en/menu/pad-thai-restaurant,4.0,979,"Thai, Curry, Asian",Cicerostrasse 49,10709,Berlin
14707,Spagettini,https://www.lieferando.de/en/menu/spagettini-gottlieb-dunkel-strasse,4.5,177,"Italian, Salads, Pasta",Gottlieb-Dunkel-Straße 47,12099,Berlin
14718,Cordoba,https://www.lieferando.de/en/menu/cordoba-berlin,4.5,156,"Italian style pizza, Steaks, Pasta",Danckelmannstraße 1,14059,Berlin
14724,Dollinger,https://www.lieferando.de/en/menu/dollinger,4.5,30,"Breakfast, Steaks, German",Stuttgarter Platz 21,10627,Berlin
14731,Ristorante Paulo Scutarro,https://www.lieferando.de/en/menu/ristorante-paulo-scutarro,4.5,53,"Italian, Italian style pizza, Pasta",Kurfürstendamm 51,10707,Berlin
14740,Restaurant Louis Laurent,https://www.lieferando.de/en/menu/restaurant-louis-laurent,4.5,20,"French, Steaks, Flammkuchen",Giesebrechtstraße 16,10629,Berlin
14743,Cigkoftem,https://www.lieferando.de/en/menu/cigkoftem-wilmersdorfer-arcaden,4.5,8,"Turkish, Vegan, Falafel",Wilmersdorfer Straße 46,10627,Berlin
14750,Taverna Hellas,https://www.lieferando.de/en/menu/taverna-hellas-berlin-guntzel,4.5,222,"Greek, Lunch, Gyros",Güntzelstraße 19-20,10717,Berlin
14751,Sayuri,https://www.lieferando.de/en/menu/sayuri-berlin,4.5,99,"Sushi, Japanese, Asian",Kurfürstendamm 137,10711,Berlin
14755,China Restaurant PANDA III,https://www.lieferando.de/en/menu/china-restaurant-panda-iii-messedamm,4.5,8,"Chinese, Asian",Messedamm 10,14057,Berlin
14758,Chili or Chili,https://www.lieferando.de/en/menu/chili-or-chili,4.5,10,"Vegetarian, Dumplings, Asian",Leibnizstraße 70B,10625,Berlin
14777,Yoko Sushi,https://www.lieferando.de/en/menu/yoko-sushi-charlottenburg,4.0,360,"Sushi, Japanese, Poke bowl",Dahlmannstraße 22,10629,Berlin
14780,Domino's Pizza,https://www.lieferando.de/en/menu/dominos-pizza-berlin-charlottenburg-nord,4.0,422,"Snacks, Italian style pizza, American style pizza",Spandauer Damm 127,14050,Berlin
14784,Restaurant Rocco Charlottenburg,https://www.lieferando.de/en/menu/rocco-charlottenburg,4.0,184,"Italian style pizza, Steaks, Pasta",Kaiserdamm 109,14057,Berlin
14794,Die Gute Stube,https://www.lieferando.de/en/menu/die-gute-stube,4.0,58,"German, Schnitzel",Pfalzburger Straße 24,10719,Berlin
14795,Hachiko Ramen,https://www.lieferando.de/en/menu/hachiko-ramen,4.0,382,"Japanese, Dumplings, Asian",Kantstraße 140,10623,Berlin
14802,Pho 2T Vietnam Cuisine - Sushi,https://www.lieferando.de/en/menu/pho-2t-vietnam-cusine,4.0,111,"Sushi, Thai, Vietnamese",Blissestraße 20A,10713,Berlin
14809,Döner & Hähnchen Haus,https://www.lieferando.de/en/menu/unbekannt-berlin-2,4.0,269,"Turkish, Turkish pizza, Döner",Güntzelstraße 41,10717,Berlin
14814,Pizzeria Tarantella,https://www.lieferando.de/en/menu/pizzeria-tarantella,4.0,1640,"Italian style pizza, Vegan, Pasta",Grunewaldstraße 35,10823,Berlin
14816,Mahanakhon Thai Cuisine,https://www.lieferando.de/en/menu/mahanakhon-thai-cuisine-reichsstr,4.0,113,"Thai, Vegetarian, Asian",Reichsstraße 3,14052,Berlin
14818,Restaurant Masala,https://www.lieferando.de/en/menu/restaurant-masala-berlin,4.0,212,"Indian, Chicken, Greek",Friedbergstrasse 38,14057,Berlin
14821,XXX Ramen,https://www.lieferando.de/en/menu/xxx-ramen,4.0,116,"Japanese, Asian",Kantstraße 130,10625,Berlin
14838,Hanok Restaurant,https://www.lieferando.de/en/menu/hanok-restaurant,4.0,44,"Lunch, Korean, Asian",Kurfürstendamm 134,10711,Berlin
14843,Restaurant Samrat,https://www.lieferando.de/en/menu/restaurant-samrat,4.0,42,"Indian, Chicken, Curry",Güntzelstr. 19,10717,Berlin
14860,Trattoria Da Luca,https://www.lieferando.de/en/menu/ozzamo-berlin,3.5,7,"Italian, Italian style pizza, Salads",Kurfürstendamm 212,10719,Berlin
14863,Waffle Brothers,https://www.lieferando.de/en/menu/waffle-brothers-kantstrasse,3.0,563,"Desserts, Vegan",Kantstrasse 118-119,10625,Berlin
14867,Sandwichart Café,https://www.lieferando.de/en/menu/sandwichart-cafe,0.0,0,"Sandwiches, Wraps, Salads",Leibnizstraße 60,10629,Berlin
